intern_id,name,gender,domain,college,internship_start_date,week_number,week_start_date,tasks_assigned,tasks_completed,task_completion_rate,attendance,late_submissions,mentor_rating,performance_score
28,Ashish Gupta,Male,Java Developer,IIT,2024-09-22,15,2024-09-22,6,5,83.33,93.57,1,3.73,83.78
28,Ashish Gupta,Male,Java Developer,IIT,2024-09-22,16,2024-09-22,10,3,30.0,90.26,4,2.59,54.62
28,Ashish Gupta,Male,Java Developer,IIT,2024-09-22,17,2024-09-22,11,10,90.91,99.54,4,4.54,93.47
28,Ashish Gupta,Male,Java Developer,IIT,2024-09-22,18,2024-09-22,9,3,33.33,66.41,2,3.52,54.38
28,Ashish Gupta,Male,Java Developer,IIT,2024-09-22,19,2024-09-22,15,8,53.33,86.89,2,4.94,77.04
28,Ashish Gupta,Male,Java Developer,IIT,2024-09-22,20,2024-09-22,7,5,71.43,79.35,0,2.62,68.1
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,1,2024-10-20,15,10,66.67,84.04,3,3.52,73.0
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,2,2024-10-20,13,11,84.62,70.09,2,3.08,73.36
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,3,2024-10-20,10,6,60.0,63.27,1,3.34,63.02
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,4,2024-10-20,10,3,30.0,61.91,0,4.12,55.29
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,5,2024-10-20,10,3,30.0,64.69,5,2.74,47.85
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,6,2024-10-20,13,5,38.46,63.13,3,4.06,58.68
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,7,2024-10-20,5,3,60.0,70.81,4,4.75,73.74
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,8,2024-10-20,13,5,38.46,90.2,0,4.11,67.1
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,9,2024-10-20,14,11,78.57,66.18,3,3.67,73.3
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,10,2024-10-20,10,6,60.0,70.6,3,3.27,64.8
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,11,2024-10-20,9,7,77.78,94.17,1,4.8,88.16
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,12,2024-10-20,7,3,42.86,96.99,0,3.33,66.22
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,13,2024-10-20,11,10,90.91,63.9,4,4.63,83.31
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,14,2024-10-20,9,3,33.33,86.82,4,4.61,67.04
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,15,2024-10-20,12,12,100.0,64.52,5,4.96,89.12
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,16,2024-10-20,15,4,26.67,75.28,3,3.06,51.61
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,17,2024-10-20,6,4,66.67,92.02,4,4.21,79.53
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,18,2024-10-20,9,9,100.0,86.46,1,4.51,93.0
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,19,2024-10-20,6,5,83.33,86.39,0,2.77,75.87
29,Sneha Rajput,Female,App Development,Manipal,2024-10-20,20,2024-10-20,15,6,40.0,90.92,4,4.22,68.6
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,1,2024-11-24,12,9,75.0,95.42,4,3.2,77.83
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,2,2024-11-24,8,7,87.5,63.84,1,2.9,71.55
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,3,2024-11-24,5,5,100.0,76.6,3,4.61,90.64
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,4,2024-11-24,5,5,100.0,82.43,2,4.61,92.39
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,5,2024-11-24,9,6,66.67,98.08,1,2.69,72.23
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,6,2024-11-24,7,6,85.71,62.92,3,4.79,81.9
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,7,2024-11-24,12,9,75.0,70.07,3,4.92,80.54
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,8,2024-11-24,5,5,100.0,69.44,4,4.95,90.53
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,9,2024-11-24,15,3,20.0,85.13,2,3.12,52.26
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,10,2024-11-24,5,5,100.0,60.39,5,3.86,81.28
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,11,2024-11-24,6,3,50.0,84.84,5,3.98,69.33
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,12,2024-11-24,14,12,85.71,61.21,5,4.9,82.05
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,13,2024-11-24,13,3,23.08,82.36,5,4.81,62.8
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,14,2024-11-24,15,3,20.0,69.31,2,4.79,57.53
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,15,2024-11-24,12,5,41.67,95.69,1,4.62,73.09
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,16,2024-11-24,9,4,44.44,91.2,2,3.16,64.1
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,17,2024-11-24,5,4,80.0,93.72,2,4.8,88.92
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,18,2024-11-24,13,6,46.15,66.76,4,3.49,59.43
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,19,2024-11-24,13,13,100.0,91.42,5,2.59,82.97
30,Avinash Garg,Male,Web Developer,NMIMS,2024-11-24,20,2024-11-24,12,7,58.33,64.93,4,4.77,71.43
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,1,2024-07-14,13,3,23.08,73.27,1,4.28,56.89
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,2,2024-07-14,12,4,33.33,67.75,3,4.51,60.72
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,3,2024-07-14,14,13,92.86,81.95,4,2.87,78.95
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,4,2024-07-14,10,8,80.0,69.95,2,4.3,78.78
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,5,2024-07-14,7,7,100.0,73.95,4,3.5,83.19
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,6,2024-07-14,9,6,66.67,73.32,0,3.05,66.96
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,7,2024-07-14,9,8,88.89,97.73,3,2.86,82.03
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,8,2024-07-14,5,5,100.0,99.45,4,2.6,85.44
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,9,2024-07-14,9,7,77.78,61.13,0,2.72,65.77
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,10,2024-07-14,7,7,100.0,71.87,1,3.86,84.72
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,11,2024-07-14,10,3,30.0,77.52,2,4.76,63.82
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,12,2024-07-14,14,3,21.43,71.53,5,3.08,48.51
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,13,2024-07-14,8,7,87.5,86.58,5,4.29,86.71
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,14,2024-07-14,13,13,100.0,97.51,1,3.7,91.45
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,15,2024-07-14,6,4,66.67,73.14,0,4.4,75.01
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,16,2024-07-14,9,9,100.0,81.96,1,2.83,81.57
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,17,2024-07-14,10,8,80.0,86.72,5,3.68,80.1
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,18,2024-07-14,14,9,64.29,86.5,1,3.8,74.47
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,19,2024-07-14,8,7,87.5,85.72,2,4.03,84.9
31,Seema Kulkarni,Female,AI,IIT,2024-07-14,20,2024-07-14,8,6,75.0,84.63,2,3.38,75.67
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,1,2024-11-02,5,4,80.0,77.91,2,3.07,73.79
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,2,2024-11-02,11,7,63.64,88.25,0,3.28,71.61
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,3,2024-11-02,12,9,75.0,63.99,3,2.8,66.0
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,4,2024-11-02,14,10,71.43,86.62,3,4.44,81.2
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,5,2024-11-02,14,11,78.57,73.92,2,4.35,79.7
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,6,2024-11-02,5,3,60.0,62.32,2,4.67,70.72
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,7,2024-11-02,12,9,75.0,62.98,5,2.68,64.97
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,8,2024-11-02,10,4,40.0,64.26,2,4.15,60.18
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,9,2024-11-02,11,5,45.45,86.86,4,3.23,63.62
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,10,2024-11-02,9,7,77.78,65.71,3,3.06,69.19
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,11,2024-11-02,14,13,92.86,96.41,5,3.89,89.41
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,12,2024-11-02,6,6,100.0,65.63,0,3.09,78.23
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,13,2024-11-02,6,6,100.0,84.76,4,4.83,94.41
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,14,2024-11-02,13,9,69.23,88.47,4,4.6,81.83
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,15,2024-11-02,13,7,53.85,69.35,5,3.6,63.94
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,16,2024-11-02,7,6,85.71,79.3,2,4.05,82.37
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,17,2024-11-02,5,5,100.0,64.16,5,4.9,88.65
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,18,2024-11-02,5,4,80.0,85.32,2,2.99,75.54
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,19,2024-11-02,14,9,64.29,84.81,4,4.92,80.68
32,Vikas Kapoor,Male,Java Developer,BITS,2024-11-02,20,2024-11-02,13,6,46.15,87.0,2,3.73,66.94
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,1,2024-07-22,15,14,93.33,79.88,5,4.54,88.54
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,2,2024-07-22,6,3,50.0,60.09,5,4.75,66.53
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,3,2024-07-22,12,3,25.0,71.43,5,3.2,50.63
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,4,2024-07-22,15,11,73.33,81.77,4,3.37,74.08
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,5,2024-07-22,7,4,57.14,96.11,1,3.21,70.95
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,6,2024-07-22,10,9,90.0,95.35,2,4.8,93.4
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,7,2024-07-22,6,6,100.0,74.72,5,3.07,80.84
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,8,2024-07-22,12,12,100.0,92.11,3,4.98,97.51
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,9,2024-07-22,13,8,61.54,74.86,2,2.98,64.95
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,10,2024-07-22,5,4,80.0,64.56,3,3.68,73.45
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,11,2024-07-22,14,12,85.71,86.81,0,4.5,87.33
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,12,2024-07-22,14,13,92.86,82.88,2,2.61,77.67
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,13,2024-07-22,7,6,85.71,62.55,2,2.98,70.93
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,14,2024-07-22,7,4,57.14,98.74,3,3.58,73.96
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,15,2024-07-22,8,8,100.0,63.38,2,3.56,80.37
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,16,2024-07-22,11,10,90.91,68.03,5,3.45,77.47
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,17,2024-07-22,5,3,60.0,79.76,4,3.9,71.33
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,18,2024-07-22,10,7,70.0,70.04,3,3.72,71.33
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,19,2024-07-22,12,4,33.33,60.35,4,3.91,54.9
33,Ruchita Sonar,Female,AI,NMIMS,2024-07-22,20,2024-07-22,6,4,66.67,79.16,2,4.41,76.88
34,Rahul Arora,Male,App Development,BITS,2024-08-24,1,2024-08-24,8,8,100.0,99.34,5,3.92,93.32
34,Rahul Arora,Male,App Development,BITS,2024-08-24,2,2024-08-24,7,3,42.86,99.63,2,4.98,76.91
34,Rahul Arora,Male,App Development,BITS,2024-08-24,3,2024-08-24,15,15,100.0,87.25,1,3.46,86.94
34,Rahul Arora,Male,App Development,BITS,2024-08-24,4,2024-08-24,9,9,100.0,95.26,3,3.52,89.7
34,Rahul Arora,Male,App Development,BITS,2024-08-24,5,2024-08-24,10,10,100.0,62.45,2,4.93,88.31
34,Rahul Arora,Male,App Development,BITS,2024-08-24,6,2024-08-24,14,7,50.0,96.93,0,2.64,64.92
34,Rahul Arora,Male,App Development,BITS,2024-08-24,7,2024-08-24,7,4,57.14,66.84,5,3.26,62.47
34,Rahul Arora,Male,App Development,BITS,2024-08-24,8,2024-08-24,14,9,64.29,79.39,4,4.06,73.89
34,Rahul Arora,Male,App Development,BITS,2024-08-24,9,2024-08-24,6,6,100.0,85.15,4,2.68,81.62
34,Rahul Arora,Male,App Development,BITS,2024-08-24,10,2024-08-24,6,6,100.0,89.11,3,4.86,95.89
34,Rahul Arora,Male,App Development,BITS,2024-08-24,11,2024-08-24,15,12,80.0,96.84,3,2.73,77.43
34,Rahul Arora,Male,App Development,BITS,2024-08-24,12,2024-08-24,12,5,41.67,87.15,1,4.08,67.29
34,Rahul Arora,Male,App Development,BITS,2024-08-24,13,2024-08-24,14,11,78.57,94.51,4,3.1,78.38
34,Rahul Arora,Male,App Development,BITS,2024-08-24,14,2024-08-24,13,10,76.92,74.7,4,2.62,68.9
34,Rahul Arora,Male,App Development,BITS,2024-08-24,15,2024-08-24,14,13,92.86,93.14,3,3.99,89.03
34,Rahul Arora,Male,App Development,BITS,2024-08-24,16,2024-08-24,12,12,100.0,77.6,5,2.83,80.26
34,Rahul Arora,Male,App Development,BITS,2024-08-24,17,2024-08-24,11,5,45.45,86.4,0,3.99,68.04
34,Rahul Arora,Male,App Development,BITS,2024-08-24,18,2024-08-24,12,5,41.67,87.22,5,3.67,64.85
34,Rahul Arora,Male,App Development,BITS,2024-08-24,19,2024-08-24,10,6,60.0,69.76,3,4.31,70.79
34,Rahul Arora,Male,App Development,BITS,2024-08-24,20,2024-08-24,7,4,57.14,94.71,2,2.98,69.15
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,1,2024-07-19,14,12,85.71,68.12,1,3.37,74.94
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,2,2024-07-19,15,4,26.67,86.34,4,3.85,59.67
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,3,2024-07-19,6,4,66.67,75.6,1,3.87,72.57
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,4,2024-07-19,9,8,88.89,88.57,0,3.35,82.23
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,5,2024-07-19,5,4,80.0,69.02,3,4.37,78.93
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,6,2024-07-19,7,3,42.86,67.44,0,3.81,60.24
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,7,2024-07-19,12,4,33.33,70.07,3,2.55,49.65
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,8,2024-07-19,5,4,80.0,99.06,5,3.0,79.72
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,9,2024-07-19,9,4,44.44,66.89,1,3.3,57.64
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,10,2024-07-19,7,5,71.43,77.13,3,4.22,77.03
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,11,2024-07-19,7,3,42.86,97.17,3,4.52,73.41
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,12,2024-07-19,12,3,25.0,63.21,1,4.07,53.38
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,13,2024-07-19,5,4,80.0,91.02,1,3.4,79.71
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,14,2024-07-19,14,12,85.71,74.5,3,3.26,76.19
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,15,2024-07-19,7,5,71.43,91.03,2,4.53,83.06
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,16,2024-07-19,7,4,57.14,82.43,2,4.67,75.61
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,17,2024-07-19,13,3,23.08,74.98,2,4.29,57.47
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,18,2024-07-19,13,13,100.0,64.4,5,3.16,78.28
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,19,2024-07-19,13,8,61.54,62.63,5,3.02,61.52
35,Vikas Kapoor,Male,Web Developer,VIT,2024-07-19,20,2024-07-19,14,8,57.14,94.2,2,4.27,76.74
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,1,2024-07-31,12,9,75.0,74.92,0,4.41,78.94
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,2,2024-07-31,9,5,55.56,81.47,0,4.43,73.25
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,3,2024-07-31,12,11,91.67,96.01,5,4.91,94.93
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,4,2024-07-31,6,3,50.0,60.9,4,4.44,64.91
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,5,2024-07-31,14,14,100.0,81.21,0,3.57,85.78
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,6,2024-07-31,15,12,80.0,84.72,4,3.82,80.34
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,7,2024-07-31,13,9,69.23,66.05,4,4.96,77.27
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,8,2024-07-31,15,15,100.0,92.28,0,4.12,92.4
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,9,2024-07-31,9,9,100.0,64.38,2,4.52,86.43
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,10,2024-07-31,8,4,50.0,82.2,4,4.27,70.28
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,11,2024-07-31,12,8,66.67,63.25,1,3.32,65.56
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,12,2024-07-31,9,3,33.33,95.34,0,2.86,59.09
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,13,2024-07-31,5,3,60.0,79.82,3,3.7,70.15
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,14,2024-07-31,11,7,63.64,65.21,2,2.92,62.54
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,15,2024-07-31,10,10,100.0,74.8,0,3.28,82.12
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,16,2024-07-31,8,7,87.5,77.01,0,4.38,84.38
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,17,2024-07-31,11,6,54.55,77.27,3,4.94,74.64
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,18,2024-07-31,7,3,42.86,83.89,3,2.72,58.63
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,19,2024-07-31,12,6,50.0,71.92,0,2.97,59.4
36,Amrish Mehta,Male,Data Science,Manipal,2024-07-31,20,2024-07-31,11,8,72.73,96.63,4,3.93,81.66
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,1,2024-08-25,12,6,50.0,88.59,1,4.58,74.06
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,2,2024-08-25,7,4,57.14,78.13,3,4.64,74.14
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,3,2024-08-25,15,12,80.0,70.74,4,2.5,68.22
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,4,2024-08-25,15,14,93.33,74.66,2,3.8,82.53
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,5,2024-08-25,8,4,50.0,74.17,3,4.54,69.49
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,6,2024-08-25,12,9,75.0,61.14,1,3.66,70.3
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,7,2024-08-25,13,9,69.23,76.77,3,4.15,75.62
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,8,2024-08-25,13,9,69.23,60.65,5,4.28,71.57
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,9,2024-08-25,13,4,30.77,67.97,2,4.01,56.76
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,10,2024-08-25,7,3,42.86,98.08,3,3.04,64.81
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,11,2024-08-25,11,5,45.45,72.9,4,3.25,59.55
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,12,2024-08-25,5,4,80.0,94.23,5,2.59,75.81
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,13,2024-08-25,12,9,75.0,97.8,5,2.82,76.26
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,14,2024-08-25,13,12,92.31,81.1,3,3.86,84.41
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,15,2024-08-25,9,5,55.56,65.1,0,4.15,66.65
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,16,2024-08-25,12,5,41.67,84.61,4,4.02,66.17
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,17,2024-08-25,7,3,42.86,84.89,1,4.12,67.33
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,18,2024-08-25,6,6,100.0,86.26,5,4.99,95.82
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,19,2024-08-25,5,3,60.0,77.28,0,3.77,69.8
37,Aditi Kuresh,Female,Digital Marketing,SRM,2024-08-25,20,2024-08-25,11,4,36.36,89.17,5,3.01,59.36
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,1,2024-10-27,12,7,58.33,62.29,3,4.58,69.5
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,2,2024-10-27,10,6,60.0,98.85,4,3.68,75.73
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,3,2024-10-27,15,4,26.67,84.74,1,4.34,62.13
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,4,2024-10-27,10,7,70.0,77.21,4,4.57,78.58
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,5,2024-10-27,5,3,60.0,78.46,0,4.2,72.74
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,6,2024-10-27,11,5,45.45,70.31,1,4.72,67.59
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,7,2024-10-27,12,6,50.0,76.4,5,4.16,67.88
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,8,2024-10-27,13,5,38.46,78.05,5,2.67,54.82
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,9,2024-10-27,15,4,26.67,63.94,0,4.27,55.47
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,10,2024-10-27,10,9,90.0,92.21,2,4.56,91.02
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,11,2024-10-27,6,4,66.67,74.93,5,4.97,78.97
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,12,2024-10-27,15,13,86.67,87.38,5,3.57,82.3
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,13,2024-10-27,10,10,100.0,88.65,5,4.36,92.75
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,14,2024-10-27,10,5,50.0,95.12,1,2.76,65.1
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,15,2024-10-27,10,4,40.0,83.46,3,2.71,57.3
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,16,2024-10-27,10,8,80.0,91.69,5,2.67,75.53
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,17,2024-10-27,7,6,85.71,91.62,4,3.76,84.33
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,18,2024-10-27,6,5,83.33,70.6,4,4.8,83.31
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,19,2024-10-27,7,6,85.71,72.33,2,2.78,72.66
38,Sakhi Joshi,Female,Data Science,Manipal,2024-10-27,20,2024-10-27,7,5,71.43,74.88,3,4.31,76.9
39,Atharva Thete,Male,AI,BITS,2024-07-15,1,2024-07-15,6,6,100.0,90.41,5,2.76,83.68
39,Atharva Thete,Male,AI,BITS,2024-07-15,2,2024-07-15,5,5,100.0,88.8,4,2.72,82.96
39,Atharva Thete,Male,AI,BITS,2024-07-15,3,2024-07-15,15,8,53.33,94.72,3,2.64,65.59
39,Atharva Thete,Male,AI,BITS,2024-07-15,4,2024-07-15,5,3,60.0,84.8,3,4.39,75.78
39,Atharva Thete,Male,AI,BITS,2024-07-15,5,2024-07-15,6,3,50.0,84.28,0,4.17,70.3
39,Atharva Thete,Male,AI,BITS,2024-07-15,6,2024-07-15,14,4,28.57,91.54,4,4.03,63.07
39,Atharva Thete,Male,AI,BITS,2024-07-15,7,2024-07-15,12,9,75.0,89.78,1,4.59,84.47
39,Atharva Thete,Male,AI,BITS,2024-07-15,8,2024-07-15,15,6,40.0,78.49,0,3.5,60.55
39,Atharva Thete,Male,AI,BITS,2024-07-15,9,2024-07-15,14,7,50.0,71.45,2,4.84,70.47
39,Atharva Thete,Male,AI,BITS,2024-07-15,10,2024-07-15,10,3,30.0,92.12,3,4.71,67.9
39,Atharva Thete,Male,AI,BITS,2024-07-15,11,2024-07-15,13,12,92.31,65.58,4,4.71,84.86
39,Atharva Thete,Male,AI,BITS,2024-07-15,12,2024-07-15,5,5,100.0,61.94,0,2.73,74.96
39,Atharva Thete,Male,AI,BITS,2024-07-15,13,2024-07-15,15,7,46.67,88.84,5,2.66,61.28
39,Atharva Thete,Male,AI,BITS,2024-07-15,14,2024-07-15,15,6,40.0,63.93,1,4.02,59.3
39,Atharva Thete,Male,AI,BITS,2024-07-15,15,2024-07-15,7,4,57.14,81.0,1,4.61,74.82
39,Atharva Thete,Male,AI,BITS,2024-07-15,16,2024-07-15,9,6,66.67,96.51,1,3.56,76.98
39,Atharva Thete,Male,AI,BITS,2024-07-15,17,2024-07-15,14,8,57.14,93.84,0,3.32,70.93
39,Atharva Thete,Male,AI,BITS,2024-07-15,18,2024-07-15,5,3,60.0,68.39,2,3.4,64.92
39,Atharva Thete,Male,AI,BITS,2024-07-15,19,2024-07-15,9,3,33.33,75.13,2,3.05,54.17
