Intern_ID,Name,Gender,Domain,College,Internship_Start_Date,Week_Number,Week_Start_Date,Tasks_Assigned,Tasks_Completed,Task_Completion_Rate (%),Attendance (%),Late_Submissions,Mentor_Rating (1-5),Performance_Score
33,Ruchita Sonar,Female,AI,NMIMS,7/22/2024,15,7/22/2024,8,8,100,63.38,2,3.56,80.37
33,Ruchita Sonar,Female,AI,NMIMS,7/22/2024,16,7/22/2024,11,10,90.91,68.03,5,3.45,77.47
33,Ruchita Sonar,Female,AI,NMIMS,7/22/2024,17,7/22/2024,5,3,60,79.76,4,3.9,71.33
33,Ruchita Sonar,Female,AI,NMIMS,7/22/2024,18,7/22/2024,10,7,70,70.04,3,3.72,71.33
33,Ruchita Sonar,Female,AI,NMIMS,7/22/2024,19,7/22/2024,12,4,33.33,60.35,4,3.91,54.9
33,Ruchita Sonar,Female,AI,NMIMS,7/22/2024,20,7/22/2024,6,4,66.67,79.16,2,4.41,76.88
34,Rahul Arora,Male,App Development,BITS,8/24/2024,1,8/24/2024,8,8,100,99.34,5,3.92,93.32
34,Rahul Arora,Male,App Development,BITS,8/24/2024,2,8/24/2024,7,3,42.86,99.63,2,4.98,76.91
34,Rahul Arora,Male,App Development,BITS,8/24/2024,3,8/24/2024,15,15,100,87.25,1,3.46,86.94
34,Rahul Arora,Male,App Development,BITS,8/24/2024,4,8/24/2024,9,9,100,95.26,3,3.52,89.7
34,Rahul Arora,Male,App Development,BITS,8/24/2024,5,8/24/2024,10,10,100,62.45,2,4.93,88.31
34,Rahul Arora,Male,App Development,BITS,8/24/2024,6,8/24/2024,14,7,50,96.93,0,2.64,64.92
34,Rahul Arora,Male,App Development,BITS,8/24/2024,7,8/24/2024,7,4,57.14,66.84,5,3.26,62.47
34,Rahul Arora,Male,App Development,BITS,8/24/2024,8,8/24/2024,14,9,64.29,79.39,4,4.06,73.89
34,Rahul Arora,Male,App Development,BITS,8/24/2024,9,8/24/2024,6,6,100,85.15,4,2.68,81.62
34,Rahul Arora,Male,App Development,BITS,8/24/2024,10,8/24/2024,6,6,100,89.11,3,4.86,95.89
34,Rahul Arora,Male,App Development,BITS,8/24/2024,11,8/24/2024,15,12,80,96.84,3,2.73,77.43
34,Rahul Arora,Male,App Development,BITS,8/24/2024,12,8/24/2024,12,5,41.67,87.15,1,4.08,67.29
34,Rahul Arora,Male,App Development,BITS,8/24/2024,13,8/24/2024,14,11,78.57,94.51,4,3.1,78.38
34,Rahul Arora,Male,App Development,BITS,8/24/2024,14,8/24/2024,13,10,76.92,74.7,4,2.62,68.9
34,Rahul Arora,Male,App Development,BITS,8/24/2024,15,8/24/2024,14,13,92.86,93.14,3,3.99,89.03
34,Rahul Arora,Male,App Development,BITS,8/24/2024,16,8/24/2024,12,12,100,77.6,5,2.83,80.26
34,Rahul Arora,Male,App Development,BITS,8/24/2024,17,8/24/2024,11,5,45.45,86.4,0,3.99,68.04
34,Rahul Arora,Male,App Development,BITS,8/24/2024,18,8/24/2024,12,5,41.67,87.22,5,3.67,64.85
34,Rahul Arora,Male,App Development,BITS,8/24/2024,19,8/24/2024,10,6,60,69.76,3,4.31,70.79
34,Rahul Arora,Male,App Development,BITS,8/24/2024,20,8/24/2024,7,4,57.14,94.71,2,2.98,69.15
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,1,7/19/2024,14,12,85.71,68.12,1,3.37,74.94
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,2,7/19/2024,15,4,26.67,86.34,4,3.85,59.67
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,3,7/19/2024,6,4,66.67,75.6,1,3.87,72.57
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,4,7/19/2024,9,8,88.89,88.57,0,3.35,82.23
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,5,7/19/2024,5,4,80,69.02,3,4.37,78.93
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,6,7/19/2024,7,3,42.86,67.44,0,3.81,60.24
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,7,7/19/2024,12,4,33.33,70.07,3,2.55,49.65
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,8,7/19/2024,5,4,80,99.06,5,3,79.72
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,9,7/19/2024,9,4,44.44,66.89,1,3.3,57.64
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,10,7/19/2024,7,5,71.43,77.13,3,4.22,77.03
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,11,7/19/2024,7,3,42.86,97.17,3,4.52,73.41
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,12,7/19/2024,12,3,25,63.21,1,4.07,53.38
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,13,7/19/2024,5,4,80,91.02,1,3.4,79.71
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,14,7/19/2024,14,12,85.71,74.5,3,3.26,76.19
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,15,7/19/2024,7,5,71.43,91.03,2,4.53,83.06
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,16,7/19/2024,7,4,57.14,82.43,2,4.67,75.61
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,17,7/19/2024,13,3,23.08,74.98,2,4.29,57.47
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,18,7/19/2024,13,13,100,64.4,5,3.16,78.28
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,19,7/19/2024,13,8,61.54,62.63,5,3.02,61.52
35,Vikas Kapoor,Male,Web Developer,VIT,7/19/2024,20,7/19/2024,14,8,57.14,94.2,2,4.27,76.74
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,1,7/31/2024,12,9,75,74.92,0,4.41,78.94
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,2,7/31/2024,9,5,55.56,81.47,0,4.43,73.25
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,3,7/31/2024,12,11,91.67,96.01,5,4.91,94.93
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,4,7/31/2024,6,3,50,60.9,4,4.44,64.91
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,5,7/31/2024,14,14,100,81.21,0,3.57,85.78
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,6,7/31/2024,15,12,80,84.72,4,3.82,80.34
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,7,7/31/2024,13,9,69.23,66.05,4,4.96,77.27
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,8,7/31/2024,15,15,100,92.28,0,4.12,92.4
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,9,7/31/2024,9,9,100,64.38,2,4.52,86.43
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,10,7/31/2024,8,4,50,82.2,4,4.27,70.28
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,11,7/31/2024,12,8,66.67,63.25,1,3.32,65.56
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,12,7/31/2024,9,3,33.33,95.34,0,2.86,59.09
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,13,7/31/2024,5,3,60,79.82,3,3.7,70.15
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,14,7/31/2024,11,7,63.64,65.21,2,2.92,62.54
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,15,7/31/2024,10,10,100,74.8,0,3.28,82.12
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,16,7/31/2024,8,7,87.5,77.01,0,4.38,84.38
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,17,7/31/2024,11,6,54.55,77.27,3,4.94,74.64
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,18,7/31/2024,7,3,42.86,83.89,3,2.72,58.63
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,19,7/31/2024,12,6,50,71.92,0,2.97,59.4
36,Amrish Mehta,Male,Data Science,Manipal,7/31/2024,20,7/31/2024,11,8,72.73,96.63,4,3.93,81.66
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,1,8/25/2024,12,6,50,88.59,1,4.58,74.06
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,2,8/25/2024,7,4,57.14,78.13,3,4.64,74.14
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,3,8/25/2024,15,12,80,70.74,4,2.5,68.22
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,4,8/25/2024,15,14,93.33,74.66,2,3.8,82.53
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,5,8/25/2024,8,4,50,74.17,3,4.54,69.49
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,6,8/25/2024,12,9,75,61.14,1,3.66,70.3
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,7,8/25/2024,13,9,69.23,76.77,3,4.15,75.62
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,8,8/25/2024,13,9,69.23,60.65,5,4.28,71.57
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,9,8/25/2024,13,4,30.77,67.97,2,4.01,56.76
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,10,8/25/2024,7,3,42.86,98.08,3,3.04,64.81
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,11,8/25/2024,11,5,45.45,72.9,4,3.25,59.55
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,12,8/25/2024,5,4,80,94.23,5,2.59,75.81
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,13,8/25/2024,12,9,75,97.8,5,2.82,76.26
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,14,8/25/2024,13,12,92.31,81.1,3,3.86,84.41
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,15,8/25/2024,9,5,55.56,65.1,0,4.15,66.65
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,16,8/25/2024,12,5,41.67,84.61,4,4.02,66.17
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,17,8/25/2024,7,3,42.86,84.89,1,4.12,67.33
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,18,8/25/2024,6,6,100,86.26,5,4.99,95.82
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,19,8/25/2024,5,3,60,77.28,0,3.77,69.8
37,Aditi Kuresh,Female,Digital Marketing,SRM,8/25/2024,20,8/25/2024,11,4,36.36,89.17,5,3.01,59.36
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,1,10/27/2024,12,7,58.33,62.29,3,4.58,69.5
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,2,10/27/2024,10,6,60,98.85,4,3.68,75.73
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,3,10/27/2024,15,4,26.67,84.74,1,4.34,62.13
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,4,10/27/2024,10,7,70,77.21,4,4.57,78.58
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,5,10/27/2024,5,3,60,78.46,0,4.2,72.74
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,6,10/27/2024,11,5,45.45,70.31,1,4.72,67.59
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,7,10/27/2024,12,6,50,76.4,5,4.16,67.88
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,8,10/27/2024,13,5,38.46,78.05,5,2.67,54.82
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,9,10/27/2024,15,4,26.67,63.94,0,4.27,55.47
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,10,10/27/2024,10,9,90,92.21,2,4.56,91.02
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,11,10/27/2024,6,4,66.67,74.93,5,4.97,78.97
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,12,10/27/2024,15,13,86.67,87.38,5,3.57,82.3
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,13,10/27/2024,10,10,100,88.65,5,4.36,92.75
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,14,10/27/2024,10,5,50,95.12,1,2.76,65.1
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,15,10/27/2024,10,4,40,83.46,3,2.71,57.3
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,16,10/27/2024,10,8,80,91.69,5,2.67,75.53
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,17,10/27/2024,7,6,85.71,91.62,4,3.76,84.33
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,18,10/27/2024,6,5,83.33,70.6,4,4.8,83.31
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,19,10/27/2024,7,6,85.71,72.33,2,2.78,72.66
38,Sakhi Joshi,Female,Data Science,Manipal,10/27/2024,20,10/27/2024,7,5,71.43,74.88,3,4.31,76.9
39,Atharva Thete,Male,AI,BITS,7/15/2024,1,7/15/2024,6,6,100,90.41,5,2.76,83.68
39,Atharva Thete,Male,AI,BITS,7/15/2024,2,7/15/2024,5,5,100,88.8,4,2.72,82.96
39,Atharva Thete,Male,AI,BITS,7/15/2024,3,7/15/2024,15,8,53.33,94.72,3,2.64,65.59
39,Atharva Thete,Male,AI,BITS,7/15/2024,4,7/15/2024,5,3,60,84.8,3,4.39,75.78
39,Atharva Thete,Male,AI,BITS,7/15/2024,5,7/15/2024,6,3,50,84.28,0,4.17,70.3
39,Atharva Thete,Male,AI,BITS,7/15/2024,6,7/15/2024,14,4,28.57,91.54,4,4.03,63.07
39,Atharva Thete,Male,AI,BITS,7/15/2024,7,7/15/2024,12,9,75,89.78,1,4.59,84.47
39,Atharva Thete,Male,AI,BITS,7/15/2024,8,7/15/2024,15,6,40,78.49,0,3.5,60.55
39,Atharva Thete,Male,AI,BITS,7/15/2024,9,7/15/2024,14,7,50,71.45,2,4.84,70.47
39,Atharva Thete,Male,AI,BITS,7/15/2024,10,7/15/2024,10,3,30,92.12,3,4.71,67.9
39,Atharva Thete,Male,AI,BITS,7/15/2024,11,7/15/2024,13,12,92.31,65.58,4,4.71,84.86
39,Atharva Thete,Male,AI,BITS,7/15/2024,12,7/15/2024,5,5,100,61.94,0,2.73,74.96
39,Atharva Thete,Male,AI,BITS,7/15/2024,13,7/15/2024,15,7,46.67,88.84,5,2.66,61.28
39,Atharva Thete,Male,AI,BITS,7/15/2024,14,7/15/2024,15,6,40,63.93,1,4.02,59.3
39,Atharva Thete,Male,AI,BITS,7/15/2024,15,7/15/2024,7,4,57.14,81,1,4.61,74.82
39,Atharva Thete,Male,AI,BITS,7/15/2024,16,7/15/2024,9,6,66.67,96.51,1,3.56,76.98
39,Atharva Thete,Male,AI,BITS,7/15/2024,17,7/15/2024,14,8,57.14,93.84,0,3.32,70.93
39,Atharva Thete,Male,AI,BITS,7/15/2024,18,7/15/2024,5,3,60,68.39,2,3.4,64.92
39,Atharva Thete,Male,AI,BITS,7/15/2024,19,7/15/2024,9,3,33.33,75.13,2,3.05,54.17
39,Atharva Thete,Male,AI,BITS,7/15/2024,20,7/15/2024,15,9,60,76.46,2,3.53,68.12
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,1,7/20/2024,6,6,100,71.26,4,3.66,83.34
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,2,7/20/2024,7,6,85.71,66.09,3,4.53,81.29
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,3,7/20/2024,13,11,84.62,73.2,2,4.89,85.15
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,4,7/20/2024,8,7,87.5,76.55,1,2.93,75.55
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,5,7/20/2024,9,3,33.33,68.65,2,3.1,52.53
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,6,7/20/2024,6,6,100,77.7,1,4.11,87.97
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,7,7/20/2024,7,6,85.71,63.99,5,4.35,79.58
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,8,7/20/2024,6,4,66.67,64.12,0,4.6,73.5
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,9,7/20/2024,10,8,80,94.91,1,2.58,75.95
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,10,7/20/2024,10,5,50,89.21,1,3.84,69.8
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,11,7/20/2024,14,10,71.43,83.79,5,4.27,79.33
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,12,7/20/2024,7,3,42.86,62.22,1,4.24,61.25
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,13,7/20/2024,6,4,66.67,95.84,0,2.99,73.36
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,14,7/20/2024,6,4,66.67,67.34,5,3.07,65.29
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,15,7/20/2024,6,6,100,72.49,2,2.63,77.53
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,16,7/20/2024,13,10,76.92,86.9,0,3.67,78.86
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,17,7/20/2024,11,9,81.82,78.56,4,3.08,74.78
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,18,7/20/2024,13,13,100,91.53,5,2.88,84.74
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,19,7/20/2024,11,7,63.64,83.52,1,2.58,65.99
40,Amrita Rao,Female,Web Developer,BITS,7/20/2024,20,7/20/2024,12,7,58.33,60.84,1,2.72,57.9
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,1,7/4/2024,15,9,60,85.1,1,3.54,70.77
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,2,7/4/2024,14,5,35.71,90.05,5,3.57,62.72
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,3,7/4/2024,7,5,71.43,76.41,1,4.31,77.36
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,4,7/4/2024,7,6,85.71,83,0,4.54,86.42
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,5,7/4/2024,15,4,26.67,91.31,0,3.87,61.28
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,6,7/4/2024,7,7,100,65.08,3,2.82,76.44
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,7,7/4/2024,12,5,41.67,71.85,1,3.35,58.32
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,8,7/4/2024,8,6,75,86.31,4,4.24,81.33
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,9,7/4/2024,9,8,88.89,65.21,2,3.65,77.02
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,10,7/4/2024,9,8,88.89,72.6,1,4.22,82.66
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,11,7/4/2024,14,6,42.86,88.62,0,3.98,67.61
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,12,7/4/2024,7,3,42.86,90.83,2,3.53,65.57
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,13,7/4/2024,15,10,66.67,70.75,0,3.25,67.39
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,14,7/4/2024,7,4,57.14,70.47,3,3.81,66.86
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,15,7/4/2024,9,8,88.89,93.92,4,3.99,87.67
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,16,7/4/2024,12,9,75,84.33,3,4.06,79.66
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,17,7/4/2024,12,9,75,99.58,0,2.88,77.15
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,18,7/4/2024,12,8,66.67,97.7,5,4.11,80.64
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,19,7/4/2024,12,8,66.67,90.87,4,3.78,76.61
41,Rajesh Verma,Male,Python Developer,BITS,7/4/2024,20,7/4/2024,13,12,92.31,76.54,5,4.22,85.21
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,1,10/31/2024,6,3,50,64.93,5,4.28,65.16
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,2,10/31/2024,7,5,71.43,62.47,4,4.92,76.83
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,3,10/31/2024,5,5,100,65.79,5,4.93,89.32
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,4,10/31/2024,13,4,30.77,73.39,1,3.45,55.03
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,5,10/31/2024,14,6,42.86,82.86,0,4.88,71.28
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,6,10/31/2024,12,3,25,96.21,2,4.69,67
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,7,10/31/2024,15,11,73.33,67.02,3,4.83,78.42
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,8,10/31/2024,15,14,93.33,82.67,3,3.45,82.83
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,9,10/31/2024,11,11,100,85.76,1,2.57,81.15
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,10,10/31/2024,12,12,100,63.62,2,4.98,88.97
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,11,10/31/2024,8,5,62.5,77.24,1,2.51,63.23
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,12,10/31/2024,13,4,30.77,84.54,3,3.4,58.07
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,13,10/31/2024,14,9,64.29,95.42,2,4.49,81.28
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,14,10/31/2024,7,5,71.43,83.1,1,4.82,82.42
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,15,10/31/2024,5,3,60,77.94,2,3.34,67.42
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,16,10/31/2024,9,7,77.78,72.27,4,3.07,71.21
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,17,10/31/2024,11,5,45.45,91.83,2,4.79,74.47
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,18,10/31/2024,6,3,50,66.44,2,2.84,56.97
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,19,10/31/2024,13,7,53.85,87.95,4,3.59,69.47
42,Pankaj Singh,Male,App Development,BITS,10/31/2024,20,10/31/2024,8,4,50,75.21,3,4.17,67.58
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,1,6/26/2024,9,9,100,82.95,4,3.07,83.31
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,2,6/26/2024,9,6,66.67,68.71,4,3.99,71.22
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,3,6/26/2024,7,3,42.86,64.45,1,3.82,59.4
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,4,6/26/2024,11,9,81.82,62.51,2,4.92,81
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,5,6/26/2024,15,6,40,90.42,5,3.33,63.11
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,6,6/26/2024,10,9,90,79.94,0,4.79,88.72
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,7,6/26/2024,11,8,72.73,88.73,3,4.4,82.11
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,8,6/26/2024,14,10,71.43,63.78,4,3.28,67.39
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,9,6/26/2024,5,4,80,80.33,5,4.01,80.16
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,10,6/26/2024,6,3,50,98.53,2,3.1,68.16
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,11,6/26/2024,5,3,60,99.79,5,4.38,80.22
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,12,6/26/2024,13,7,53.85,95.2,3,3.47,70.92
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,13,6/26/2024,7,5,71.43,80.17,4,3.04,70.86
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,14,6/26/2024,14,7,50,96.89,4,4.06,73.43
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,15,6/26/2024,12,12,100,68.67,3,4.96,90.36
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,16,6/26/2024,7,4,57.14,94.64,3,4.45,77.95
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,17,6/26/2024,6,3,50,79.5,4,4.81,72.71
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,18,6/26/2024,7,5,71.43,80.73,3,4.91,82.25
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,19,6/26/2024,9,5,55.56,72.04,4,3.81,66.7
43,Asmitha Tiwari,Female,App Development,SRM,6/26/2024,20,6/26/2024,11,6,54.55,77.51,2,2.95,62.77
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,1,11/11/2024,15,6,40,65.11,2,3.07,53.95
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,2,11/11/2024,15,3,20,91.36,2,2.95,53.11
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,3,11/11/2024,13,6,46.15,79.67,2,3.56,63.72
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,4,11/11/2024,8,6,75,77.99,5,4.54,80.64
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,5,11/11/2024,9,6,66.67,73.79,3,2.76,65.37
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,6,11/11/2024,9,7,77.78,74,5,4.83,82.29
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,7,11/11/2024,10,7,70,62.2,2,3.03,64.84
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,8,11/11/2024,6,4,66.67,94.81,1,4.28,80.79
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,9,11/11/2024,9,6,66.67,80.48,5,4.54,78.05
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,10,11/11/2024,12,4,33.33,66.27,4,4.58,60.69
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,11,11/11/2024,5,4,80,64.03,1,3.93,74.79
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,12,11/11/2024,14,7,50,81.6,0,3.38,64.76
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,13,11/11/2024,11,6,54.55,85.16,3,3.34,67.41
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,14,11/11/2024,5,3,60,76.46,2,4.76,75.5
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,15,11/11/2024,11,3,27.27,70.12,3,3.82,54.86
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,16,11/11/2024,5,5,100,60.62,3,2.55,73.49
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,17,11/11/2024,8,7,87.5,76.52,5,3.71,80.22
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,18,11/11/2024,13,9,69.23,88.13,5,4.58,81.61
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,19,11/11/2024,13,5,38.46,78.93,1,4.34,65.1
44,Vinod Yadav,Male,Data Science,NMIMS,11/11/2024,20,11/11/2024,5,4,80,98.26,2,4.38,87.76
45,Aarohi Shukla,Female,Java Developer,Manipal,6/2/2024,1,6/2/2024,14,12,85.71,92.54,1,4.01,86.11
45,Aarohi Shukla,Female,Java Developer,Manipal,6/2/2024,2,6/2/2024,9,7,77.78,71.56,2,3.23,71.96
